theta,omega
1.1623883309291714,-0.8745718655760574
-0.5092219116949073,-0.1930648733321312
-1.4664117361081137,1.0874433275743949
1.6653152711428014,0.8906531560376837
-1.0162299781979072,-0.9076527095155648
1.4664117361081137,-1.0874433275743949
1.665414910247392,0.8926424290428853
-1.466511365459857,1.0854545399153377
-1.665414910247392,-0.8926424290428853
0.1531996456692466,0.9791127735321272
-1.5761922780888933,-0.0046520020322164
0.0624065282566277,-1.00016634512534
1.5693368928145843,-0.0634911615884179
0.0710697398122433,0.1654099049864765
0.3687673429479895,0.9573657067599616
1.4664701395206337,-1.0862774865546947
-1.6653152711428014,-0.8906531560376837
-1.665363372778746,-0.891613494706646
1.143270646958667,0.0126275401516866
-1.466463268530839,1.0864146443249525
1.665363372778746,0.891613494706646
-0.2610483166160912,-0.9695233309948345
0.8003687372731906,0.9233652884214146
-0.6016129655231583,1.0493204280989032
-1.5350951445555805,0.4034981518362875
1.466511365459857,-1.0854545399153377
-0.7301994914022512,0.8514526032850729
0.2781004122248173,-1.0195467222209584
-1.5761476141902726,-0.0037603563795836
1.61052798896057,0.3465570035531377
-1.617380128924848,-0.4146408210782482
0.9819923198047396,0.5680204101956866
0.9255560083294596,-1.0706522245822825
1.5488123672458125,-0.2670884412135768
-1.124360839607218,-0.9038070813046878
-1.5076336817490903,0.6768477955368513
1.5212784433433242,-0.5418906393573927
-0.8175984407539488,1.0630596823188014
1.6104489671162896,0.3449794102795778
