theta,omega
-1.0177781484853974,0.3354733482575014
-0.971524803531931,-0.469294288822892
-3.068100460060041,0.7337005445464483
-2.9136546755399344,-0.2462986625915638
-2.342642358693173,1.037708966433233
-3.036533550027388,0.4183943467866355
-2.8411732195236468,0.4772303275512778
-3.0862218357229128,0.55278863647688
-2.657275994474749,-0.8400002519396037
-1.833922548279363,-0.832970568706678
-3.2231387704565075,-0.8141056580014989
-3.111681504159058,-0.9622792349004764
-3.1774772910985107,-0.9886958127790292
-2.9465776381255795,0.6859767913442418
-3.047965542243824,0.9347130569082348
-3.0418607434305645,-0.895693723672301
-3.235219764928594,-0.9347130569036456
-1.7164800393529054,0.9676727520128348
-2.9163759799416025,0.9874729136844188
-2.6633123430671244,0.9914524519108256
-3.03380683522947,-0.8152916300721825
-3.2231387704565075,-0.8141056580014989
-3.029779939933105,-0.7750906783790135
-2.474097664825764,0.987759393009872
-2.978142849469536,1.0013173497024035
-2.984183242624895,0.94101561159179
-3.239246727792161,-0.9749154547890028
-2.9183375523992434,-0.9235255511229936
-2.9163759799416025,0.9874729136844188
-3.0438741943369,-0.9157942944026876
-3.171436835764062,-0.928391602557262
-3.233206283225256,-0.914611843658237
-2.5358173306641527,1.0025833589389113
-2.408363660464361,1.0128653012617923
-3.000291070827944,0.7802102133608069
-3.0862218357229128,0.55278863647688
-3.211057882782,-0.6934979424667834
-3.041925098200102,0.9950166389085128
-1.3283218641821293,-0.8546455215542518
-2.984183242624895,0.94101561159179
-3.2412602089789435,-0.9950166389221772
-2.7868128276172976,1.0198448612591824
-3.0438741943369,-0.9157942944026876
2.7149792706274485,0.7852874234896415
3.163382786960002,0.8479859966126914
2.982110425002054,0.929668988914294
3.084208354195317,-0.5728899867748888
2.8713736755525634,-0.1757654654583753
3.150653351132965,0.0904564388700469
2.020579337516921,0.7987484051431311
2.882097150804393,0.5617639721212258
1.83553782773854,-1.0445998003621118
3.0123718758372933,-0.6596054555971795
2.986196707718283,-0.9209149958561592
2.72707253068693,-0.9856243226782532
2.595556636163816,0.85472658994968
3.074140906461175,-0.6733966306104131
2.850585454935476,-1.013756624620982
2.7948366869114865,0.9517734022241188
1.5225465219083558,0.891029341706455
1.7064262023802073,-1.0677645434470426
3.041925098200102,-0.9950166389085128
3.1694233508547165,0.9082901971551152
2.2273401452282355,-0.9260163513398186
3.0043180037486,-0.7400086909331658
3.04393857938178,-0.9749154547833496
3.170788192180116,0.291470643167468
3.02575305233119,0.7348897942320937
2.537874075007984,0.9098332572391962
2.9344970060805995,-0.8065759309077071
2.8525571516258275,0.8973930463273497
2.6472108831942043,0.7395586432930893
2.703576151708946,-0.5896089948878973
3.097587073837047,0.8215709784806985
3.047965542243824,-0.9347130569082348
3.047965542243824,-0.9347130569082348
3.2070309177465712,0.6532953120991069
3.2291792075901595,0.8744094070965979
2.986196707718283,-0.9209149958561592
-3.231192684842845,-0.8945106393995516
2.988210281658518,-0.9008143780830228
3.2412602089789435,0.9950166389221772
3.041925098200102,-0.9950166389085128
3.159355824169399,0.807783182244013
-2.02633015149248,1.03704503444224
3.14324796307455,0.6469719543435152
2.022306642346973,-1.0771411636325494
2.794866169167603,-0.939459436286346
3.2291792075901595,0.8744094070965979
3.049979023945632,-0.9146118436660126
3.1412344800734244,0.6268705574986356
-2.856583758622502,-0.93758578405425
3.2412602089789435,0.9950166389221772
2.990223750918891,-0.8807137288729805
3.233206283225255,0.9146118436582382
-3.203003914992349,-0.613092669938836
-3.041925098200102,0.9950166389085128
3.078167902351971,-0.6331939921034158
2.7270580699689155,0.9058360692077642
3.153315377346493,0.7474789637355133
-2.089963174762399,1.0338095377786174
-2.342642358693173,1.037708966433233
2.028341910273096,-1.0169967904923265
-3.175463805869314,-0.968594410584092
1.853638520570308,-0.86431966411634
-3.231192684842845,-0.8945106393995516
2.788826159983964,-0.9997485714797943
-2.9163759799416025,0.9874729136844188
2.9244297189743573,-0.9070745088872882
-3.084208354195317,0.5728899867748889
-3.221125290168566,-0.7940043915411458
-2.99425067631556,0.8405123734588419
2.916375979941542,-0.987472913684412
1.9034964507517,0.8946341780846354
3.1170726700856544,0.3856540297229266
-2.215448321413992,-0.847998358980882
3.04393857938178,-0.9749154547833496
3.1754638058693145,0.9685944105840922
-3.233206283225256,-0.914611843658237
-2.984123838618095,-0.949768582524345
-1.710447727228967,1.0277282255226194
3.159355824169399,0.807783182244013
2.922416283370001,-0.9271741497665572
-3.039847292977413,-0.8755931693770754
-2.6592859799037227,1.0316355229702945
3.0955736042664403,0.80146982906348
3.1754638058693145,0.9685944105840922
-2.8606524184080606,0.9132657306208376
-3.056019577394604,0.8543081658677675
-3.047965542243824,0.9347130569082348
3.184882576630659,0.4321804255609038
2.986196707718283,-0.9209149958561592
3.2412602089789435,0.9950166389221772
-2.9445641975549623,0.706076708852748
2.980156313593596,-0.9812167887925846
3.221125290168507,0.7940043915411549
-3.171436835764062,-0.928391602557262
-2.468059090236147,1.0480044797038544
-2.896190705718312,-0.7024476596463085
1.90313966955856,-1.002377565042257
2.595556636163816,0.85472658994968
