theta,omega
2.57039398930074,0.4747474747474749
-0.3490658503988659,-0.4747474747474747
-2.126128361520365,-1.0
-3.141592653589793,1.0
3.141592653589793,-1.0
-3.141592653589793,-1.0
3.141592653589793,1.0
-0.158666295635848,1.0
-3.141592653589793,0.9393939393939394
1.110664069450937,-1.0
-3.141592653589793,0.0707070707070707
3.141592653589793,-0.01010101010101
-0.9837310329422584,1.0
1.3010636242139553,1.0
-1.6183962154856508,0.1313131313131315
3.141592653589793,-1.0
3.141592653589793,0.9595959595959598
0.5394654051618839,-0.9393939393939394
-3.141592653589793,-1.0
1.4914631789769723,-0.1717171717171716
-3.141592653589793,-0.1919191919191918
-1.6818627337399903,0.97979797979798
1.6818627337399903,0.97979797979798
-1.3645301424682938,0.97979797979798
-0.412532368653205,-1.0
3.078126135335454,0.97979797979798
-2.57039398930074,0.0303030303030304
3.078126135335454,-0.9393939393939394
2.633860507555079,-0.212121212121212
-3.014659617081114,-0.898989898989899
1.3010636242139553,0.97979797979798
0.6029319234162229,1.0
3.141592653589793,0.1111111111111111
-3.141592653589793,0.9595959595959598
1.6818627337399903,-1.0
-0.9837310329422584,-1.0
3.141592653589793,-1.0
1.3010636242139553,-0.01010101010101
-3.141592653589793,0.1515151515151516
-1.5549296972313116,0.0303030303030304
-2.253061398029044,-1.0
1.935728806757348,-0.6565656565656566
-3.141592653589793,-0.9595959595959596
-2.951193098826775,1.0
3.141592653589793,1.0
-3.141592653589793,1.0
-1.7453292519943295,0.292929292929293
-0.4759988869075444,-0.9797979797979798
3.141592653589793,-0.111111111111111
3.141592653589793,0.97979797979798
-3.141592653589793,0.0505050505050506
-0.9837310329422584,0.97979797979798
2.633860507555079,-1.0
2.379994434537722,-0.3535353535353535
-2.8242600623180967,-0.01010101010101
-3.0781261353354537,-1.0
-3.141592653589793,-0.9797979797979798
1.5549296972313122,-0.9797979797979798
-3.141592653589793,-0.1919191919191918
3.141592653589793,1.0
2.57039398930074,0.97979797979798
0.7298649599249014,1.0
-2.887726580572436,0.0707070707070707
3.141592653589793,0.0101010101010101
-1.935728806757348,0.0505050505050506
-0.7933314781792404,-0.9797979797979798
1.6818627337399903,-0.9595959595959596
-2.189594879774704,1.0
3.141592653589793,-1.0
1.4914631789769723,-1.0
-1.872262288503008,-0.9595959595959596
0.7298649599249014,0.97979797979798
-3.141592653589793,0.191919191919192
1.427996660722633,0.9595959595959598
2.760793544063758,-0.3737373737373737
-1.8087957702486688,-0.9595959595959596
-3.141592653589793,-0.9595959595959596
0.9202645146879194,1.0
1.110664069450937,-0.5151515151515151
2.633860507555079,0.8585858585858588
-1.3645301424682938,0.1717171717171717
