RMSE,Variance,Train_RMSE
2.4695783950454016,24344.018,2.455302771123047
2.319063579430761,25307.615234375,2.306731618709334
2.3683213091753883,24383.861328125,2.356531488856788
2.2575096978296205,24633.921875,2.244967924199252
2.159733558603833,25943.25,2.1479513133567
2.1131259060071828,27491.2109375,2.1067278182306914
1.841060740429881,30957.314453125,1.8339312626497088
1.6444327659534517,32227.125,1.630340000464171
1.6202343257644924,31222.408203125,1.606099960781295
1.5817421057395489,29438.833984375,1.5692697056286269
1.537264019906727,29416.2421875,1.5215743215220752
1.532074526563311,28621.376953125,1.516357825708366
1.522854534249226,28334.03125,1.5067999564116792
1.3270665651156857,30294.7890625,1.3094713027651008
1.1237489792878477,33548.90625,1.1115104388803905
1.067241090784366,34648.55078125,1.0571291043965172
1.0957808107542988,35619.55078125,1.0880432707076415
1.0276749448470708,35504.4453125,1.0183296670500368
1.0251420093967571,34819.65625,1.01598648014113
1.1425285526307143,35616.29296875,1.1434928834233322
0.9326244183396863,38517.48828125,0.930786735433051
0.9032014405617468,36805.86328125,0.9006199948982384
0.9140371574063444,35420.37890625,0.912097399198947
0.8899387129367824,35172.3203125,0.8871529200644115
0.8703797188500437,34986.5234375,0.8716894110857923
0.8608544155097141,34515.16015625,0.8626863228738736
0.8469895726515413,34283.6796875,0.849844039044002
0.8220505931554067,34425.1796875,0.8232222214880858
0.8216516449385577,34221.34765625,0.8229000050399526
0.7931799838503091,34168.62890625,0.7950667468699169
0.7617650900050669,34432.6796875,0.7648205453392584
0.7463728047572614,33827.20703125,0.74868551715917
0.749577129848532,33812.1875,0.7514460768381298
0.7039499239633868,32417.310546875,0.705251749686877
0.7018038400518402,32459.62890625,0.702642267991235
0.6906122309279843,32647.171875,0.6914900035670207
0.6761479565097381,32667.546875,0.6775834016817746
0.6582765711820537,32448.6484375,0.6597872534247897
0.6473362645636244,32704.490234375,0.6498759975880317
0.6341587060673088,32558.673828125,0.6366910186683213
0.6324645502560391,31612.30078125,0.6344732803185328
0.6299960528922424,31225.470703125,0.6320420779770262
0.6228117274484264,30970.681640625,0.6249091682193418
0.6020220348083045,30901.5625,0.6033891152397822
0.5957562351222738,30571.0390625,0.5972694309344854
0.5765674280239206,30877.9765625,0.5740366289513561
0.5327965999886521,30743.66015625,0.5304349067964287
0.5249946720941293,30575.775390625,0.5226521861202666
0.5224397047325009,30693.87109375,0.5217228934881855
0.5149425906015498,30634.6015625,0.5157354933586268
0.5175320061994981,30427.10546875,0.5181950740579625
0.5215857290338373,30182.716796875,0.5225615388103624
0.5199352778057738,30135.416015625,0.5211765804902347
0.5180209356148279,30080.1484375,0.5198208039449185
0.5133842682516623,30054.431640625,0.515499320056548
0.5078120383520155,30093.5390625,0.5105198991088528
0.5027586578980547,29987.96484375,0.5051931201632924
0.4885232066731126,30004.111328125,0.4912030059121652
0.4844577522932818,29899.533203125,0.487451379746471
0.4734164042154729,29322.70703125,0.476182302212536
0.4792140480982533,29189.2109375,0.4822061064536262
0.4766854672599654,29003.23828125,0.4806456971735792
0.4797922517158977,28856.3984375,0.483519362186959
0.4796016736984491,28710.287109375,0.4832920619180871
0.4743267877800556,28632.982421875,0.4780051241078931
0.4963512132245442,28453.517578125,0.5026092878806397
0.4880836599152191,28299.119140625,0.494279498761666
0.4866735146445972,28285.177734375,0.4926272992624616
0.4751223043528033,28097.88671875,0.4806379440224721
0.4701777807856857,28182.75390625,0.4756057736603848
0.4700016869136121,28161.787109375,0.4751932472188828
0.4669894470572895,28243.015625,0.4721806576656778
0.4596512253905944,28178.443359375,0.4649689476392738
0.4560740101325081,28195.26953125,0.4612280967393504
0.4549978177360851,27944.58984375,0.4598669474775901
0.4575674594449194,28139.93359375,0.4624605621002575
0.4350870794832492,27713.228515625,0.4396109256723987
0.4380269826593273,27759.435546875,0.4425743158886377
0.4303892461475367,27668.517578125,0.4348465179214144
0.412599768177796,27981.72265625,0.4167055589135917
0.410649432770147,27889.369140625,0.414445902460267
0.4089320489340626,27989.79296875,0.4125115105626832
0.4075986073023934,27970.505859375,0.4111372499127315
0.4058041947753527,27999.6875,0.4092794142762376
0.4047294627428089,27617.642578125,0.4084203574255891
0.4012596594957159,27722.908203125,0.4047360463468991
0.4031209081089888,27853.2421875,0.40722753305423
0.3987248140952941,27707.3984375,0.4027852798362532
0.3969562624951782,27616.24609375,0.400927112987047
0.3954783647937453,27514.33203125,0.3994139049739178
0.3980625129262243,27481.65625,0.4020532412876045
0.3894435096115468,27408.01953125,0.3929303158756143
0.3892741663133814,27178.701171875,0.3930168255528086
0.3900091885971221,27199.03515625,0.3936850189659562
0.4003345562786548,27290.357421875,0.4053645344556845
0.395815763198323,27219.607421875,0.400625404865802
0.3981519869679767,27025.96484375,0.4030690870242584
0.3867942856229081,26990.76953125,0.3913802852852737
0.3807913695199637,26916.646484375,0.3854754505383346
0.3780774023778745,26907.74609375,0.3825556254049489
0.3704348417086276,26905.32421875,0.3744239168837438
0.3685092067427095,26945.0625,0.3726601476423204
0.3708138248034485,26794.98046875,0.3751419864719996
0.3666545633559008,26728.65625,0.3709460813718501
0.3694053519047413,26729.431640625,0.3739711253176069
0.3703371899852239,26754.2421875,0.3748628041523953
0.3675335279889308,26636.849609375,0.371805600822052
0.3541508096395543,26670.109375,0.3584380033604972
0.344702453312561,26752.9453125,0.3489612729658293
0.3390058512953593,26613.078125,0.3428820681268442
0.3319191292271793,26304.89453125,0.3353563928357089
0.3293532696140054,26152.08984375,0.3326867794848518
0.3269373771068324,26090.216796875,0.3302760084006599
