theta1,theta2,omega1,omega2
1.329214706206567,0.2068646341555894,0.3577969604238316,-0.280323573080204
0.8304856354794906,1.5107075140562725,0.3360486862561376,-0.2741265969183305
6.264938821569329,-0.3967169003679262,-0.8492157234485779,2.0309482709633526
1.2058179717618942,-1.008021158744835,1.1076266094389096,1.1424859171646855
6.446774258744495,1.332844107665664,-0.8341003819764524,2.305367192579985
6.6194167446544245,2.866960872395119,-0.7867210338081627,3.1922314751738288
6.783715995409565,4.2101494070285925,-0.7094301417703687,4.6206595504469545
5.704752076392091,6.713659654477071,-0.9566262852338734,1.299190019829772
4.572480279864052,2.211677064766043,0.9009078520081444,-1.0383710535585065
2.4216899939358183,4.97942833131159,-0.8707395658686998,1.2727851776359922
6.778636461203232,4.52035237039609,0.1182800253792715,-0.2503266034453446
6.624184725575424,3.692471087585384,0.9395264280019512,-1.631585219154993
5.683350789380436,0.5553751470421091,1.060012811932064,0.1918159074171326
3.253798098979074,1.0090416354221368,0.859245403767973,0.1849639161211129
0.6003289516909617,-0.5659576499487309,-0.9599331786628325,0.8092523441236616
7.0032837918169015,7.842186969081101,0.6489478338208958,-5.244417656079795
3.1695360258629823,6.75377666250091,0.0266472666003301,0.8689969139225426
5.050254278910206,7.243043447580684,0.1077023155476861,-5.196778493286356
1.33923643970916,0.385891815924105,-1.0836792193390197,-0.7091124490256413
5.69443664941066,7.477860447410028,0.4638359781873834,-4.101241628606716
0.6439231242022962,7.127204606556129,0.6825073592169046,-4.945192771553958
3.832097586064379,7.646487993137085,1.0436203261498571,3.868528910094089
0.3332762971167747,2.8740755911690474,-0.4122300005830548,0.7456615941699649
2.7454083491338626,2.1836578758097027,-0.8886656704833742,1.2688400857520377
2.800036500720789,2.634049797899546,1.1013734517412064,0.9556978851908468
4.409262083367642,6.788608265140389,-0.4661324368078129,-2.5161395028465328
0.2723550672415384,2.916321807332783,1.0175143346711804,-0.6614605431536703
2.436377868093505,4.938275698590268,1.039920208145085,1.4965386577795958
2.8009066814433257,2.629975947149165,0.2999253555514272,0.9339013910727588
0.7642286646779242,0.8190826538876785,0.1473507836538512,1.9067975241007549
1.8338177798218087,-1.0163995865212403,-0.3934141797179001,-0.0440903328847105
0.6327424578443814,7.0389007947192495,0.8637696970804626,-3.4041158708567787
1.7789326521143536,4.195389042418176,0.6655593587394236,3.938970777387652
2.2310582145140376,3.1310397344526306,-0.6667585042767867,-0.4694884248791665
4.447591165879175,0.9824407484824648,-0.2858813470519331,-0.7425149574392864
2.926546235258132,3.924130490505748,1.1453223072801877,1.807566207358868
0.1457373348868974,1.687095468795282,0.8400137218788283,-2.2279816900735154
1.2291253372016535,5.574030965148184,-0.7238017459311008,4.6410638023413
1.0569423615961715,3.892542825522213,0.8537407338686832,-1.454688129575555
0.0137621029370616,0.2626653119203771,1.0508415555787889,0.0194775264792718
2.4960990334286417,-0.3490610129496394,-0.95513742295242,0.6860654884664464
4.181517984501697,4.575268712685036,-0.7435513861366836,-2.0385123820322457
0.2796207600443265,2.375881017840197,-0.8059478209420535,2.833057821564927
0.1092208806250228,0.932846687791157,-1.0443585949592131,0.097890330099511
4.455590326698675,7.079754710589002,0.983872771415497,-0.5823916664319961
1.531583733314701,2.3054927447717724,-0.6506575170336716,1.8532761300385463
4.85207039290995,5.428543764012309,-0.977071724768398,-0.7522329786025488
5.516046857369798,5.070764592655905,-1.112305529592511,-0.6814306473237419
1.9064643768018608,6.653679552275267,-0.9155179827528246,2.369910848637151
4.406679468073643,7.59784348082469,-1.2545428012418642,-4.619872533849608
6.839773891407675,4.857126227191266,-0.6669366297778304,3.242428450517947
0.6127976513064337,-0.3123822696610971,0.8743923422794044,-1.4968037624454202
2.8654380344093604,3.3368602440795385,0.9217690982095976,-0.6417720735177448
0.5855345245171114,-0.8466730758146517,-0.2602031746097552,-0.1932592929671345
3.083138913402795,5.352701214246624,-1.1613201416402612,-2.550712519036379
2.484547198785956,-0.5650954439827037,1.0608516186052075,0.2247375134642406
0.001747357739588,0.0513709814741982,0.0966374879890978,0.9005612450245561
-0.0182464856116241,-0.3967169003955286,-0.8492157234470878,2.0309482709997737
6.26942320424258,-0.2626653119187717,-1.0508415555790729,-0.0194775264815932
0.6103685477698212,5.423731597983846,0.1168641845120976,0.2028697683528167
6.452004983302912,1.445910336089982,-0.2658189060032249,-0.2654574108961642
2.484252695437434,-0.5740094967553941,-0.6999952373354619,-0.98059595462844
6.685872525462122,3.632547723507644,-0.905628583415183,2.190354830273614
1.6216250432812236,2.9185663057188176,1.153293486891254,1.9977435727248096
1.4506189427634564,1.377871749246026,1.0795630555016915,0.9508452402871158
2.2816612810945607,3.540701928446353,0.3620034280495018,2.0589527874061857
6.866827026270969,5.078317132207782,0.1693967233175974,2.8197606927655623
5.661757199346246,6.832792315604092,0.7632099741013032,-4.75306353185103
1.207364793280043,-0.9943696317591862,-0.2837691674034969,1.3504262756898853
3.150372732048568,0.1605943874549494,-0.0833600218471824,1.2994166374826954
0.4935206556917162,4.205607374996909,-0.3488276785483634,1.963355682801947
0.3986109210048699,3.982399059181062,0.3415365183692388,-0.8370402438188868
0.9806277848275564,3.279256621798201,-0.9994072009474558,0.9116853869693056
