RMSE,Variance
2.199687924940411,41924.85872593511
1.7661331969255991,32073.07751693861
1.6991426645758505,33573.88386286374
1.6984934285957425,30846.56080874872
2.953786756725957,58540.00024000001
2.953779185494423,58536.00028000001
2.953779185494423,58532.00032000001
2.953779185494423,58528.000360000005
2.953779185494423,58524.00040000001
2.953779185494423,58520.00044000002
2.953766701796494,58516.00048000002
2.953766701796494,58512.000520000016
2.953766701796494,58508.000560000015
2.953766701796494,58504.00060000002
2.953766701796494,58500.00064000003
2.9537344278689988,58496.00068000003
2.9537344278689988,58492.000720000025
2.9537344278689988,58488.00076000002
2.9537344278689988,58484.00080000002
2.9537344278689988,58480.00084000003
2.9537344278689988,58476.00088000004
2.9537344278689988,58472.00092000004
2.9537344278689988,58468.000960000034
2.9537344278689988,58464.00100000003
2.9537344278689988,58460.00104000004
2.9537344278689988,58456.001080000045
2.9537344278689988,58452.001120000044
2.9537344278689988,58448.00116000004
2.9537344278689988,58444.00120000004
2.9537344278689988,58440.00124000004
2.9537344278689988,58436.00128000005
2.9537344278689988,58432.00132000005
2.9537344278689988,58428.00136000005
2.9537344278689988,58424.00140000005
2.9537344278689988,58420.00144000005
2.9537344278689988,58416.00148000006
2.9537344278689988,58412.00152000006
2.9537344278689988,58408.00156000006
2.9537344278689988,58404.00160000006
2.9537344278689988,58400.00164000006
2.9537344278689988,58396.00168000006
2.9537344278689988,58392.00172000007
2.9537344278689988,58388.00176000007
2.9537344278689988,58384.00180000007
2.9537344278689988,58380.00184000007
2.9537344278689988,58376.00188000007
2.9537344278689988,58372.00192000008
2.9537344278689988,58368.00196000008
2.9537344278689988,58364.00200000008
2.9537344278689988,58360.00204000008
2.9537344278689988,58356.00208000008
2.9537344278689988,58352.002120000085
2.9537344278689988,58348.00216000009
2.9537344278689988,58344.00220000009
2.9537344278689988,58340.00224000009
2.9537344278689988,58336.00228000009
2.9537344278689988,58332.00232000009
2.9537344278689988,58328.00236000009
2.9537344278689988,58324.0024000001
2.9537344278689988,58320.0024400001
2.953729119462004,58316.0024800001
2.953729119462004,58312.0025200001
2.953729119462004,58308.0025600001
2.953729119462004,58304.00260000011
2.953729119462004,58300.00264000011
2.953729119462004,58296.00268000011
2.953729119462004,58292.002720000106
2.953729119462004,58288.002760000105
2.953729119462004,58284.00280000011
2.953729119462004,58280.00284000012
2.9537238110454687,58276.00288000012
2.9537238110454687,58272.00292000012
2.9537238110454687,58268.002960000114
2.9537238110454687,58264.00300000012
2.9537238110454687,58260.00304000013
2.9537238110454687,58256.003080000126
2.9537238110454687,58252.003120000125
2.9537238110454687,58248.00316000013
2.9537238110454687,58244.00320000012
2.9537238110454687,58240.00324000013
2.9537238110454687,58236.003280000135
2.9537238110454687,58232.00332000013
2.9537238110454687,58228.00336000013
2.9537238110454687,58224.00340000013
2.9537238110454687,58220.00344000014
2.9537238110454687,58216.00348000015
2.9537238110454687,58212.003520000144
2.9537238110454687,58208.00356000014
2.9537238110454687,58204.00360000014
2.9537238110454687,58200.00364000014
2.9537238110454687,58196.00368000015
2.9537238110454687,58192.00372000015
2.9537238110454687,58188.00376000015
2.9537238110454687,58184.00380000015
2.9537238110454687,58180.00384000015
2.9537238110454687,58176.00388000016
2.9537238110454687,58172.00392000016
2.9537238110454687,58168.00396000016
2.9537238110454687,58164.00400000016
2.9537238110454687,58160.00404000016
2.9537238110454687,58156.00408000016
2.9537238110454687,58152.004120000165
2.9537238110454687,58148.00416000017
2.9537238110454687,58144.00420000017
2.9537238110454687,58140.00424000017
2.9537238110454687,58136.00428000017
2.9537238110454687,58132.004320000175
2.9537238110454687,58128.00436000018
2.9537238110454687,58124.00440000018
2.9537238110454687,58120.00444000018
2.9537238110454687,58116.00448000018
2.9537238110454687,58112.00452000018
2.9537238110454687,58108.00456000019
2.9537238110454687,58104.00460000019
2.9537238110454687,58100.00464000019
2.953691536649322,58096.00468000019
2.953691536649322,58092.004720000186
2.953691536649322,58088.00476000019
2.953691536649322,58084.0048000002
2.953691536649322,58080.0048400002
2.953679052580946,58076.0048800002
2.953679052580946,58072.0049200002
2.953679052580946,58068.0049600002
2.953679052580946,58064.00500000021
2.953679052580946,58060.00504000021
2.953679052580946,58056.00508000021
2.953679052580946,58052.005120000205
2.953679052580946,58048.00516000021
2.953679052580946,58044.00520000021
2.953679052580946,58040.00524000022
2.953679052580946,58036.005280000216
2.953679052580946,58032.005320000215
2.953679052580946,58028.00536000021
2.953679052580946,58024.00540000022
2.953679052580946,58020.00544000023
2.953679052580946,58016.00548000023
2.953679052580946,58012.005520000224
2.953679052580946,58008.00556000022
2.953679052580946,58004.00560000022
2.953679052580946,58000.00564000023
2.953679052580946,57996.00568000024
2.953679052580946,57992.00572000024
2.953679052580946,57988.00576000023
2.953679052580946,57984.00580000023
2.953679052580946,57980.00584000024
2.953679052580946,57976.00588000024
2.953679052580946,57972.00592000024
2.953679052580946,57968.00596000024
2.953679052580946,57964.00600000024
2.953679052580946,57960.00604000024
2.953679052580946,57956.00608000025
2.953679052580946,57952.00612000025
2.953679052580946,57948.00616000025
2.953679052580946,57944.00620000025
2.953679052580946,57940.00624000025
2.953679052580946,57936.006280000256
2.953679052580946,57932.00632000026
2.953679052580946,57928.00636000026
2.953679052580946,57924.00640000026
2.953679052580946,57920.00644000026
2.953679052580946,57916.00648000026
2.953679052580946,57912.006520000265
2.953679052580946,57908.00656000027
2.953679052580946,57904.00660000027
2.953679052580946,57900.00664000027
2.953679052580946,57896.00668000027
2.953679052580946,57892.006720000274
2.953679052580946,57888.00676000028
2.953679052580946,57884.00680000028
2.953679052580946,57880.00684000028
2.953679052580946,57876.00688000028
2.953679052580946,57872.00692000028
2.953679052580946,57868.00696000028
2.953679052580946,57864.00700000029
2.953679052580946,57860.00704000029
2.953679052580946,57856.00708000029
2.953679052580946,57852.007120000286
2.953679052580946,57848.00716000029
2.953679052580946,57844.0072000003
2.953679052580946,57840.0072400003
2.953679052580946,57836.007280000296
2.953679052580946,57832.007320000295
2.953679052580946,57828.00736000029
2.953679052580946,57824.00740000031
2.953679052580946,57820.00744000031
2.953679052580946,57816.00748000031
2.953679052580946,57812.00752000031
2.953679052580946,57808.007560000304
2.953679052580946,57804.00760000031
2.953679052580946,57800.00764000032
2.953679052580946,57796.00768000032
2.953679052580946,57792.00772000032
2.953679052580946,57788.00776000031
2.953679052580946,57784.00780000032
2.953679052580946,57780.007840000326
2.953679052580946,57776.007880000325
2.953679052580946,57772.00792000032
2.953679052580946,57768.00796000032
2.953679052580946,57764.00800000032
2.953679052580946,57760.00804000033
2.953679052580946,57756.008080000334
2.953679052580946,57752.00812000033
2.953679052580946,57748.00816000033
2.953679052580946,57744.00820000033
2.953679052580946,57740.00824000034
2.953679052580946,57736.00828000034
2.953679052580946,57732.00832000034
2.953679052580946,57728.00836000034
2.953679052580946,57724.00840000034
2.953679052580946,57720.00844000034
2.953679052580946,57716.008480000346
2.953679052580946,57712.00852000035
2.953679052580946,57708.00856000035
2.953679052580946,57704.00860000035
2.953679052580946,57700.00864000035
2.953679052580946,57696.00868000036
2.953679052580946,57692.00872000036
2.953679052580946,57688.00876000036
2.953679052580946,57684.00880000036
2.953679052580946,57680.00884000036
2.953679052580946,57676.00888000036
2.953679052580946,57672.00892000037
2.953679052580946,57668.00896000037
2.953679052580946,57664.00900000037
2.953679052580946,57660.00904000037
2.953679052580946,57656.00908000037
2.953679052580946,57652.00912000037
2.953679052580946,57648.00916000038
2.953679052580946,57644.00920000038
2.953679052580946,57640.00924000038
2.953679052580946,57636.00928000038
2.953679052580946,57632.009320000376
2.953679052580946,57628.00936000038
2.953679052580946,57624.00940000039
2.953679052580946,57620.00944000039
2.953679052580946,57616.00948000039
2.953679052580946,57612.00952000039
2.953679052580946,57608.00956000039
2.953679052580946,57604.0096000004
2.953679052580946,57600.0096400004
2.953679052580946,57596.0096800004
2.953679052580946,57592.0097200004
2.953679052580946,57588.0097600004
2.953679052580946,57584.0098000004
2.953679052580946,57580.009840000406
2.953679052580946,57576.009880000405
2.953679052580946,57572.0099200004
2.953679052580946,57568.0099600004
2.953679052580946,57564.01000000041
2.953679052580946,57560.010040000416
2.953679052580946,57556.010080000415
2.953679052580946,57552.010120000414
2.953679052580946,57548.01016000041
2.953679052580946,57544.01020000042
2.953679052580946,57540.010240000425
2.953679052580946,57536.01028000042
2.953679052580946,57532.01032000042
2.953679052580946,57528.01036000042
2.953679052580946,57524.01040000042
2.953679052580946,57520.01044000043
2.953679052580946,57516.010480000434
2.953679052580946,57512.01052000043
2.953679052580946,57508.01056000043
2.953679052580946,57504.01060000043
2.953679052580946,57500.01064000044
2.953679052580946,57496.01068000044
2.953679052580946,57492.01072000044
2.953679052580946,57488.01076000044
2.953679052580946,57484.01080000044
2.953679052580946,57480.01084000044
2.953679052580946,57476.010880000445
2.953679052580946,57472.01092000045
2.953679052580946,57468.01096000045
2.953679052580946,57464.01100000045
2.953679052580946,57460.01104000045
2.953679052580946,57456.011080000455
2.953679052580946,57452.01112000046
2.953679052580946,57448.01116000046
2.953679052580946,57444.01120000046
2.953679052580946,57440.01124000046
2.953679052580946,57436.01128000046
2.953679052580946,57432.01132000046
2.953679052580946,57428.01136000047
2.953679052580946,57424.01140000047
2.953679052580946,57420.01144000047
2.953679052580946,57416.01148000047
2.953679052580946,57412.01152000047
2.953679052580946,57408.01156000048
2.953679052580946,57404.01160000048
2.953679052580946,57400.01164000048
2.953679052580946,57396.01168000048
2.953679052580946,57392.01172000048
2.953679052580946,57388.01176000048
2.953679052580946,57384.01180000049
2.953679052580946,57380.01184000049
2.953679052580946,57376.011880000486
2.953679052580946,57372.011920000485
2.953679052580946,57368.01196000049
2.953679052580946,57364.0120000005
2.953679052580946,57360.012040000496
2.953679052580946,57356.012080000495
