theta1,theta2,omega1,omega2
4.879043043447107,5.318128799127351,-0.0207352898496662,-1.4398558931401275
0.728581624328407,0.7008603324811066,0.6906533069651218,-1.1201631230946734
-0.016901328767061,-0.3653198480477315,-0.8699181140040957,1.8141895414557687
-0.0137621029370616,-0.2626653119203771,-1.0508415555787889,-0.0194775264792718
6.301431792790529,0.3967169003818382,0.8492157234478288,-2.030948270981713
0.5741317385800395,5.208579315371886,-0.8775223920633297,3.2458636048099967
7.0032837918169015,7.842186969081101,0.6489478338208958,-5.244417656079795
0.709543749529013,7.894723532641243,0.8458375945227643,-3.795551445792788
6.264938821569329,-0.3967169003679262,-0.8492157234485779,2.0309482709633526
6.836564001231733,4.608914742503506,-0.6774039602550957,5.205009832270084
6.512393031764475,2.0751238868255206,-1.0233126800801915,0.4963434059040608
0.0137621029370616,0.2626653119203771,1.0508415555787889,0.0194775264792718
6.296947410116674,0.2626653119212188,1.050841555578641,0.0194775264780196
0.5533786940521471,4.608914742503511,-0.6774039602550957,5.205009832270085
6.9927290591496005,7.894723576270874,0.8458375958194086,-3.7955515203920807
3.798638108393628,0.5650954439826598,-1.0608516186052104,-0.2247375134642588
0.7200984846373129,7.84218696908109,0.6489478338208966,-5.244417656079796
6.857317046146917,5.208579316362834,-0.8775223921929622,3.2458636069224536
0.0182464856116241,0.3967169003955286,0.8492157234470878,-2.0309482709997737
3.836523984895208,7.84783250521274,1.0599707616893712,2.290844774291496
6.26942320424258,-0.2626653119187717,-1.0508415555790729,-0.0194775264815932
0.2796207600443265,2.375881017840197,-0.8059478209420535,2.833057821564927
6.296947410116674,0.2626653119212188,1.050841555578641,0.0194775264780196
0.5741317385800395,5.208579315371886,-0.8775223920633297,3.2458636048099967
3.7553335352606623,6.252920870399637,-1.040301703052216,-1.834092950036481
0.0137621029370616,0.2626653119203771,1.0508415555787889,0.0194775264792718
6.632155909640216,3.892024035575473,0.795311377395619,-3.132257657552534
0.709543749529013,7.894723532641243,0.8458375945227643,-3.795551445792788
3.1599614577491018,0.4017278627706249,-0.8494071898524168,2.022730510574204
6.9927290591496005,7.894723576270874,0.8458375958194086,-3.7955515203920807
0.4203403547363625,4.698242733118266,0.7721244691491741,-3.576144180062005
6.857317046146917,5.208579316362834,-0.8775223921929622,3.2458636069224536
3.123223849430483,-0.4017278627706316,0.8494071898524163,-2.022730510574218
-0.0137621029370616,-0.2626653119203771,-1.0508415555787889,-0.0194775264792718
6.264938821569329,-0.3967169003679262,-0.8492157234485779,2.0309482709633526
2.861944732178261,3.286851287421103,-1.1139588062595862,-1.2274990544902966
6.562806054233235,2.3758809475031453,-0.8059478319973558,2.833057733697828
2.202899750701418,2.6504064439224564,1.1381196667777345,1.6080603877726487
4.632208710580345,2.768567832239057,1.0942401054613498,0.8119262046952685
3.8241852779534655,7.512455778661159,1.2554878338207616,4.209964567141211
6.301431792790529,0.3967169003818382,0.8492157234478288,-2.030948270981713
-0.0182464856116241,-0.3967169003955286,-0.8492157234470878,2.0309482709997737
0.5533786940521471,4.608914742503511,-0.6774039602550957,5.205009832270085
7.0032837918169015,7.842186969081101,0.6489478338208958,-5.244417656079795
6.847068549558874,4.89027844579786,-0.7579541243494263,4.412022307720079
0.288233396116783,2.629480533103965,-1.00748258446757,0.7969289672740556
