length_scale,nu
1.0,1.5
1.0,1.5
1.0001068306084178,1.5
1.0002635059935712,1.5
1.000423537774955,1.5
1.000584145524816,1.5
1.0007464257705865,1.5
1.0009472515899556,1.5
1.001249255966009,1.5
1.0017189952760273,1.5
1.0024661874631575,1.5
1.0034338529646332,1.5
1.0045035329432723,1.5
1.0064674655624384,1.5
1.0098641699917492,1.5
1.0139323451835696,1.5
17.760932527058714,1.5
18.08534273564394,1.5
17.848254848168086,1.5
18.027872911164543,1.5
18.06852256752553,1.5
18.29604169850966,1.5
18.375911838193293,1.5
18.452086819427425,1.5
18.290197446805408,1.5
18.32511379588168,1.5
18.07711432342547,1.5
18.134347500749563,1.5
18.12378142070745,1.5
18.12141882476561,1.5
18.12996546164551,1.5
18.146044687480217,1.5
18.14233523271467,1.5
18.12080760094016,1.5
18.157670489006453,1.5
18.212150999087733,1.5
18.217659207182823,1.5
18.23055618814752,1.5
18.227287012256514,1.5
18.23553490297843,1.5
18.272340546349003,1.5
18.27868138273725,1.5
18.26087362102447,1.5
18.26481476479284,1.5
18.211964796051863,1.5
18.214790847455124,1.5
18.19406651037412,1.5
18.201625515447542,1.5
18.251112495886133,1.5
18.25867544350354,1.5
18.26475661932356,1.5
18.27456564739382,1.5
18.28157001184534,1.5
18.259187675842057,1.5
18.24666594329384,1.5
18.2586568373588,1.5
18.26183430412317,1.5
18.27416910937447,1.5
18.28145234661791,1.5
18.28967472969167,1.5
18.30246735242697,1.5
18.31298134478615,1.5
18.316949116519098,1.5
18.327911015057584,1.5
18.33953699622535,1.5
18.33122593415347,1.5
18.33899360989048,1.5
18.348903440259058,1.5
18.35261688532248,1.5
18.36668013283936,1.5
18.374981405331138,1.5
18.38464385016236,1.5
18.38739153372233,1.5
18.39699621096524,1.5
18.407136987012912,1.5
18.41417174417032,1.5
18.423454769118106,1.5
18.43021534264978,1.5
18.43917203473104,1.5
18.447479165101303,1.5
18.453161829938367,1.5
18.46217539027417,1.5
18.46139016332788,1.5
18.470110032794256,1.5
18.482863864455744,1.5
18.502425612511885,1.5
18.51850227805519,1.5
18.527179341243503,1.5
18.534747094403425,1.5
18.54337902668899,1.5
18.52719349476547,1.5
18.53570735796635,1.5
18.54563306098888,1.5
18.553563281403285,1.5
18.560994194396123,1.5
18.569314159232047,1.5
18.57163343128453,1.5
18.57647054470841,1.5
18.585277690052028,1.5
18.59226319675946,1.5
18.60071786892891,1.5
18.60988436781684,1.5
18.618054923705188,1.5
18.62680765803091,1.5
18.66851609113261,1.5
18.695769264704595,1.5
18.70421643235203,1.5
18.69947742401891,1.5
18.70534118882916,1.5
18.71242119900309,1.5
18.728730445955755,1.5
18.78546923348337,1.5
18.79351149394297,1.5
18.797175774354777,1.5
18.805969865433173,1.5
18.813989406412563,1.5
18.82104833737585,1.5
18.829490337993263,1.5
18.83795136063099,1.5
18.84695267951452,1.5
18.8545604240334,1.5
18.86482696093329,1.5
18.857584990020342,1.5
18.864784298778083,1.5
18.873408994433515,1.5
18.88200385211422,1.5
18.8998635107449,1.5
18.908564931777462,1.5
18.917287579444928,1.5
18.925889824905703,1.5
18.938436888524592,1.5
