RMSE,Variance
1.976436485176756,45303.11418904314
1.914298449274644,36959.90411111448
1.744292815086428,30492.326840870363
1.677286855373595,28938.72839535122
1.781087730279821,26020.71921834897
1.45886835263681,30469.951349909486
1.4867606517213636,28293.78390009513
1.481878679897275,26864.995044243013
1.3539394619019731,32285.56535409123
1.1420375197326469,33294.53476803528
1.008841506469744,34974.58082923404
1.0675759722154716,34415.931367001074
1.0486644624001806,36292.48105071095
1.0384720755267174,35392.85609955073
1.0336791051169103,34520.562264137574
0.984756245820848,36866.15710573696
0.967640277812616,35887.35128535981
0.9676076501233112,35423.77327589363
0.9553360611687404,34698.82290187358
0.9514154471592629,34199.356679717646
0.9286191926369244,33440.77224139034
0.9295151046960994,32721.78345308051
0.8791393144064794,33077.408464476284
0.8768916225566254,32609.07897616259
0.8938280873499092,31962.935889285785
0.8003592773020832,32085.18162188964
0.8050445014438777,31673.579800902666
0.8064592946085026,31207.78564606457
0.8101009564682293,30769.79378202142
0.8084007079040061,30361.060489190884
0.7572176900254466,31293.14406533584
0.7555075459620898,30941.01484991833
0.7360793398975618,30434.6124748343
0.7378908431337157,29896.43101325069
0.7343904812719377,29620.824108068035
0.7332024391987743,29432.8751975988
0.7311544403331325,28946.16176268852
0.7090167130492755,28695.46539335124
0.70802436344446,28344.345210503783
0.6960147584971695,28055.880193381246
0.7180029696924243,28709.697372959687
0.6912493330026565,28382.42111777238
0.6893377929502268,28008.6948922964
0.6866813559262346,27776.877212005948
0.686705847018493,27494.931951693176
0.6742921282374369,27238.262755619045
0.6739319283042885,26891.51017351155
0.65856141235682,27326.561454641826
0.6542849454748993,27054.414382385992
0.6480371595344363,26826.46802685564
0.6542459175864949,26670.107742416367
0.6052044732220488,27031.12385403171
0.6118753521023566,26742.93282115462
0.6118685710367774,26448.22747585724
0.5877362538772,26482.19072540325
0.5862712759281554,26265.84363490118
0.5865345178364725,25986.07183440188
0.5858992054676945,25706.00964704171
0.5843168019919732,25531.702102138468
0.5850979924485422,25330.581929077747
0.5827767764344889,25163.787106955653
0.5820926102351467,25023.403673865003
0.5768842042821706,24613.69399766032
0.5481604481730143,24384.018808835
0.5449885820333681,24255.76316877041
0.5316357554561516,23831.719772556127
0.5404835331477753,23851.647707363743
0.5193635877183007,24371.879995074964
0.5022984870328608,24377.25510282164
0.5003623687987866,24228.070717747072
0.496597689775006,24097.88049188499
0.4776904126311384,23907.00920165866
0.474816052114323,23723.60063430573
0.4597994183264957,23294.03583153471
0.4583734856914813,23136.296201214096
0.4584467428332271,22949.38687329499
0.4567691312142629,22518.996119624444
0.456138874771879,22257.574287927
0.4519854079225529,21985.873318386664
0.4504658958496859,21961.415077269063
0.4565820332135564,22473.48661548943
0.4515755961245316,22254.348052017445
0.4511954501199035,22082.768423551424
0.450630242287398,21924.011043957373
0.4511376291930838,21786.880157521115
0.450471067107069,21604.49343149331
0.4476998481609532,21411.21161407294
0.4452901485353311,21568.662765452176
0.4447213072073124,21352.33415084365
0.4439655829688972,21129.49834379896
0.4437172884797504,21285.14140474958
0.4436529664536267,21162.93529342353
0.4430097577392156,21030.88315135645
0.4015796573980655,21306.42696191196
0.4009284827367374,21171.05381942476
0.3997050695316117,20996.45923680246
0.3993215508841424,20867.40449496982
0.3991674728266416,20693.24715932251
0.3990774913515901,20503.873745660527
0.3980458277798535,20548.3307892058
0.3923893510966784,20599.66218792026
0.3908907329396383,20508.47933199525
0.391205637782097,20887.08666956004
0.3889570134827134,20767.20033819865
0.3860373833597698,20693.1596455222
0.3842915216557034,20484.13276123195
