x,y,z
1.960368788963758,3.302397286169869,17.00330378034947
1.4720950350044797,2.628365204998868,17.47942111139543
-7.984436764138834,5.702946234207238,38.428645404369725
-1.6853999397707784,6.30161191943398,30.808430609487505
-12.256358532192902,0.661003362837755,42.17225494546304
-17.292878435149902,-10.0078342577824,45.154509671534974
-17.527476342152646,-24.32207369097474,32.79090871251612
-17.527476342152646,-24.32207369097474,32.79090871251612
-17.527476342152646,-24.32207369097474,32.79090871251612
-15.831808882793796,-6.993119568291558,44.111325836484966
-17.527476342152646,-24.32207369097474,32.79090871251612
2.8928609441110056,5.987252348352217,3.800995073705651
-17.527476342152646,-24.32207369097474,32.79090871251612
5.332734661615316,10.918105619083317,5.233105573236976
-6.154461505595951,5.648938584326346,35.86326734809991
8.471532968933545,-5.356935800113121,38.922257892542696
-18.59942880319887,-17.652223417179556,42.376708061195885
-0.3422083790075071,-6.661468805375212,28.927971202948576
-17.527476342152646,-24.32207369097474,32.79090871251612
8.259745092200507,16.477904018390028,8.293843492675052
-17.527476342152646,-24.32207369097474,32.79090871251612
-18.59942880319887,-17.652223417179556,42.376708061195885
-2.7725319689511494,-6.857900952805602,26.56634361778024
-18.59942880319887,-17.652223417179556,42.376708061195885
8.259745092200507,16.477904018390028,8.293843492675052
-17.527476342152646,-24.32207369097474,32.79090871251612
12.355121816593904,-1.9367343124538223,43.07745572573402
-17.527476342152646,-24.32207369097474,32.79090871251612
18.583742881991444,18.575704587018247,41.5493498282202
-18.59942880319887,-17.652223417179556,42.376708061195885
-10.054896243626596,2.9046967091188183,39.86295876819129
17.41944764001332,9.420768724054687,45.82617429602312
-17.282943173393008,-24.066786829357955,32.33191647988706
11.938879394618702,-1.9940925643867349,42.407264511032736
8.259745092200507,16.477904018390028,8.293843492675052
-3.4254668338527523,-6.750666056613474,25.534060981688985
-14.575256000384616,-3.226403393716013,44.037160958879
8.259745092200507,16.477904018390028,8.293843492675052
-6.219380485183399,-12.193089215936578,8.106691528810115
15.35395643360198,3.487295011616778,45.37163674094671
13.796281278713751,24.260001639607125,19.490655610184724
-18.59942880319887,-17.652223417179556,42.376708061195885
13.796281278713751,24.260001639607125,19.490655610184724
8.259745092200507,16.477904018390028,8.293843492675052
13.796281278713751,24.260001639607125,19.490655610184724
17.746052089604806,24.26718867855456,33.53023662666702
13.796281278713751,24.260001639607125,19.490655610184724
17.41944764001332,9.420768724054687,45.82617429602312
13.796281278713751,24.260001639607125,19.490655610184724
15.789976030169855,25.245281267999683,25.758126557095327
13.796281278713751,24.260001639607125,19.490655610184724
17.41944764001332,9.420768724054687,45.82617429602312
15.625160618668858,4.615758341075772,45.21576098209096
15.625160618668858,4.615758341075772,45.21576098209096
16.161772701047326,6.589297036252928,45.04913228331907
15.35395643360198,3.487295011616778,45.37163674094671
-10.703016682686563,2.925771766259218,40.91211940605573
17.746052089604806,24.26718867855456,33.53023662666702
17.41944764001332,9.420768724054687,45.82617429602312
-17.527476342152646,-24.32207369097474,32.79090871251612
